Unique_ID,Patient_BSN,Age,Gender,Medical_Department,Length_of_Stay,Admission_Day,Admission_Month,Admission_Hour,Day_of_Week,Diagnosis_Code,Treatment_Cost,Height_cm,Weight_kg,BMI,Previous_Admissions_Count,Insurance_Level,Systolic_BP,Diastolic_BP,Heart_Rate,Temperature_C,Respiratory_Rate,Oxygen_Saturation,Blood_Glucose,Cholesterol_Total,Cholesterol_LDL,Cholesterol_HDL,Hemoglobin,White_Blood_Cell_Count,Platelet_Count,Creatinine_Level,Liver_Enzyme_ALT,Medication_Count,Lab_Test_Count,Imaging_Study_Count,Surgery_Count,ICU_Days,Physical_Therapy_Sessions,Rehabilitation_Sessions,Pain_Score_Admission,Pain_Score_Discharge,Complication_Score,Readmission_Risk_Score,Treatment_Success_Score,Patient_Satisfaction,Staff_Satisfaction,Blood_Transfusion_Units,Number_of_Visitors,Follow_up_Appointments,Room_Type,Waiting_Time_Minutes,ER_Time_Minutes,Emergency_Level,ICU_Need,PT_Need,Transfusion_Need
228,265838,60,0,5,3,3,11,2,5,4,3304,162,45,27,0,1,147,85,56,39,11,96,73,227,109,51,14,7166,254018,0,13,3,7,4,1,0,0,0,7,4,0,48,85,78,78,1,0,2,2,2,20,2,1,0,0
229,435674,36,0,2,2,16,12,20,3,2,8169,160,71,31,0,4,133,76,73,35,18,96,105,209,79,62,12,7255,294102,0,32,2,6,1,2,0,0,1,4,1,1,46,69,34,59,1,3,1,2,74,54,1,1,0,0
230,979989,54,1,3,8,30,6,0,3,3,4506,173,61,28,0,4,122,85,85,37,14,94,66,196,152,45,15,7553,184290,0,39,3,5,2,1,4,3,0,6,6,0,50,100,83,41,1,3,1,3,40,119,1,0,1,0
231,161087,56,1,2,4,9,8,20,6,3,6180,175,74,19,0,1,105,86,82,38,15,94,96,187,140,57,14,7180,308869,0,24,2,5,2,0,1,0,3,7,4,2,0,100,100,73,1,4,1,2,1,74,2,1,0,0
232,693128,46,1,3,5,15,12,18,7,4,5425,175,70,33,0,1,156,70,67,36,13,93,86,167,118,53,12,6216,323019,0,11,3,2,1,0,1,2,2,6,3,2,23,97,82,83,2,5,1,2,27,69,2,1,0,1
233,218451,67,0,2,7,14,6,4,5,6,3326,167,61,25,0,2,111,87,77,35,15,97,143,202,103,59,16,7777,215671,0,25,0,5,3,0,0,0,0,7,5,4,79,77,96,96,1,3,2,1,0,57,1,0,0,1
234,547600,72,1,2,1,22,7,3,1,5,10569,166,80,19,1,4,106,71,77,37,16,97,114,200,106,43,13,6455,286766,0,25,8,7,0,1,0,1,1,7,7,0,54,70,100,67,2,4,2,1,46,57,2,0,1,1
235,937437,64,0,1,7,2,8,6,2,4,3369,167,76,25,0,4,110,75,66,37,14,97,118,161,115,58,14,6849,289186,1,12,4,5,2,1,0,0,0,6,3,3,47,96,67,99,0,0,2,2,40,39,1,1,1,0
236,539792,50,1,1,2,14,10,14,4,1,5709,165,73,26,0,1,106,60,79,36,15,96,94,198,115,46,12,7277,208682,2,10,5,8,2,2,0,2,0,6,4,3,46,100,70,67,0,1,3,2,9,10,2,1,1,1
237,139353,58,0,4,2,21,7,0,3,4,3850,178,75,25,0,2,125,69,86,36,12,94,121,205,101,45,12,8403,257726,0,19,5,7,1,1,1,1,0,9,7,0,43,83,60,72,2,5,0,3,39,45,1,1,1,1
238,293075,60,1,4,1,25,3,7,7,5,3898,192,53,24,0,1,154,84,90,37,16,94,98,141,94,30,11,5461,314268,0,16,2,2,2,1,4,2,1,3,1,2,48,90,72,90,0,0,1,3,44,68,1,0,1,1
239,314283,71,1,5,1,30,12,20,1,1,6454,176,48,24,0,4,112,93,65,36,12,98,123,152,115,55,13,10290,261526,2,18,0,6,2,0,1,3,0,4,1,1,39,62,60,53,0,1,1,1,21,43,1,0,1,0
240,414877,62,1,2,4,8,5,15,6,2,1629,179,75,28,0,1,90,84,71,36,11,88,76,215,99,39,12,7232,230230,1,20,3,4,4,2,1,3,2,6,5,3,80,65,57,72,2,4,1,1,9,34,1,0,0,0
241,165318,38,0,2,2,20,2,21,5,6,6186,164,86,21,3,2,115,74,92,37,24,100,99,151,94,55,14,6077,198976,2,26,4,4,2,1,2,2,0,10,9,0,74,100,68,87,0,1,1,3,30,58,1,0,1,1
242,865313,62,1,1,1,2,6,17,1,6,2804,178,54,22,1,1,113,78,88,37,12,94,153,211,145,50,12,7878,289058,0,32,6,3,0,2,1,0,1,5,4,2,38,87,77,79,0,3,3,1,17,108,1,0,1,1
243,582690,69,1,3,9,4,5,5,6,1,2072,179,40,23,0,1,120,75,85,35,14,97,67,166,143,68,13,4000,242750,0,13,0,2,0,1,1,0,0,3,0,1,35,84,56,100,2,2,1,3,11,47,2,1,0,1
244,516880,81,1,3,11,3,6,18,2,5,6923,171,63,28,0,3,95,80,87,36,23,95,110,160,115,32,13,7274,277301,0,49,1,2,1,0,2,0,1,1,0,0,44,64,43,67,1,0,2,2,41,54,1,1,1,1
245,691460,46,0,4,7,10,4,14,7,4,1597,168,81,27,0,2,118,83,65,36,16,98,104,142,121,34,15,6602,318032,0,31,2,4,1,0,0,0,0,9,8,0,63,71,85,57,2,3,3,1,12,142,1,1,1,0
246,840976,60,1,4,1,13,11,22,7,6,1078,168,51,27,1,1,117,61,98,36,16,99,130,200,127,53,15,6270,197871,0,12,1,9,2,0,0,0,1,4,2,2,47,55,66,87,0,1,2,1,16,83,3,0,1,0
247,881239,66,0,4,6,24,4,9,1,1,3584,176,54,22,0,4,134,92,84,36,20,94,100,174,129,51,16,6797,151000,0,27,2,4,3,1,0,0,2,7,5,4,66,74,48,82,0,1,1,2,89,12,2,0,0,0
248,193264,48,0,1,2,18,6,8,7,6,5350,166,65,25,1,2,90,70,74,36,21,99,67,192,107,59,13,7798,241597,0,21,4,5,2,0,0,0,0,5,5,2,74,75,98,100,1,0,3,2,29,70,1,1,0,1
249,870746,59,0,1,1,4,8,10,5,3,3615,163,40,29,2,3,116,89,68,36,11,95,89,182,99,53,13,6307,309367,2,32,5,4,1,1,2,0,2,5,2,2,27,90,56,97,0,3,3,2,19,65,2,1,0,0
250,913168,67,0,4,7,12,4,18,5,6,2601,164,94,26,0,1,117,79,79,36,20,99,116,202,75,58,12,9121,218080,2,25,3,3,2,0,0,0,1,7,6,1,71,70,95,100,0,3,2,2,0,25,1,0,0,0
251,325281,68,1,3,5,17,4,20,4,3,4281,165,83,30,2,1,96,83,76,36,12,97,113,175,154,45,13,7344,200963,2,16,2,9,0,1,0,4,2,5,3,2,44,98,84,61,0,0,1,1,6,44,2,0,0,0
252,737147,44,0,1,1,11,1,15,5,1,9287,185,71,27,0,1,108,76,69,36,22,95,109,166,140,74,12,6044,288073,0,29,1,0,2,0,0,4,1,8,5,0,16,60,59,80,1,0,3,3,0,129,1,0,1,1
253,998613,48,1,2,2,23,9,18,3,3,4706,189,81,22,0,1,117,69,83,35,17,96,139,218,141,52,14,7086,247488,1,13,8,8,1,1,0,0,1,7,6,0,65,74,91,85,0,4,2,1,18,82,3,1,0,0
254,494070,46,0,3,10,26,3,10,7,6,4534,176,95,24,2,4,91,97,81,36,10,96,120,180,97,43,16,7260,244273,1,23,2,6,1,1,4,2,0,7,4,2,37,73,77,72,1,0,2,3,56,83,1,0,1,1
255,452228,59,1,2,4,29,10,6,2,4,4246,165,63,18,2,4,98,92,61,36,13,99,92,181,100,58,14,8571,259213,0,15,1,4,2,1,4,2,0,3,2,0,43,51,87,90,0,3,0,3,0,30,1,0,0,1
256,531839,56,0,5,6,7,11,20,2,5,5921,170,91,23,0,1,132,80,75,36,10,99,129,143,149,57,12,5671,239169,1,23,0,4,0,1,0,4,0,7,4,1,42,97,68,78,0,3,2,2,30,49,3,0,1,0
257,369536,56,0,1,4,27,12,16,6,3,2466,178,66,16,0,3,114,81,80,37,15,95,127,178,87,53,15,7713,311195,0,13,4,3,2,1,0,1,0,7,5,4,61,61,48,72,1,5,1,2,19,25,1,0,1,0
258,417824,70,1,4,5,1,10,15,6,3,5561,178,83,23,2,4,118,77,74,36,14,98,108,248,104,48,14,7605,173321,0,22,4,5,1,0,2,2,0,7,5,2,39,85,100,77,2,0,1,3,0,43,1,1,0,0
259,357426,63,0,3,2,20,4,4,3,6,5612,166,52,19,1,1,112,82,81,39,20,94,79,195,71,48,15,8140,264429,1,34,3,4,2,1,0,4,0,3,3,1,46,59,37,91,0,5,0,2,31,106,1,1,0,0
260,277789,58,1,3,1,4,12,0,6,2,4615,171,72,27,0,1,112,86,79,36,15,96,92,188,129,48,16,8433,236122,1,13,5,8,2,0,0,0,1,8,6,2,42,82,73,96,0,1,0,1,32,61,1,1,1,1
261,613153,62,0,4,4,25,5,5,5,3,5561,179,81,22,1,4,120,89,65,36,15,93,115,182,101,59,15,9716,210258,1,23,4,6,1,0,3,0,2,6,5,1,58,74,51,94,0,4,0,3,0,105,1,0,1,1
262,842452,66,1,4,3,13,6,10,6,4,3209,181,69,25,1,3,102,79,85,38,14,98,83,201,78,50,18,9319,280367,0,33,3,4,2,0,2,0,0,6,6,2,24,80,79,100,2,0,2,1,14,117,1,1,1,1
263,937291,64,0,4,5,29,12,18,4,3,5641,178,87,24,0,2,113,84,94,36,19,91,117,205,107,50,11,6712,219492,1,17,2,6,1,0,1,2,2,0,0,1,97,100,46,70,0,3,2,2,51,101,1,1,0,0
264,225657,50,1,5,3,16,3,17,2,3,4574,170,72,23,0,3,162,88,77,36,17,96,102,267,98,32,17,6967,267831,1,29,2,4,1,2,3,3,0,9,7,1,69,81,85,96,0,1,2,3,35,41,3,0,1,0
265,335167,65,0,5,3,11,10,8,2,5,6506,165,70,22,1,1,101,85,62,37,12,94,133,186,122,48,12,8352,264208,0,16,9,0,2,0,2,0,0,4,3,2,41,74,73,61,0,7,1,3,20,125,2,0,0,1
266,781669,74,0,3,4,14,9,6,2,4,770,176,104,22,0,4,112,69,71,35,13,93,115,197,121,39,17,7521,293223,0,18,5,4,0,0,1,0,1,7,4,1,41,93,80,61,1,4,1,2,35,18,1,1,0,1
267,580671,32,1,3,7,29,6,9,3,1,7370,179,71,18,1,2,115,71,83,35,11,95,115,214,95,46,14,9431,215161,1,35,1,9,2,1,2,1,2,8,5,2,33,69,66,79,0,0,2,3,70,44,2,1,1,1
268,819094,50,1,4,6,11,10,17,4,6,3419,165,70,30,1,1,116,87,75,38,16,99,97,209,99,39,15,5673,287899,0,46,5,8,0,1,0,1,1,7,5,2,64,97,85,95,0,1,3,2,26,21,1,1,1,1
269,170467,66,0,5,7,24,6,7,2,5,5722,183,64,26,2,2,112,91,92,38,17,96,108,203,106,43,11,7854,172113,1,16,3,5,2,2,1,0,1,4,4,1,42,52,91,74,0,4,0,1,48,32,2,0,0,0
270,283734,38,1,5,2,18,6,18,4,2,3204,165,85,23,0,3,130,81,75,38,13,98,101,183,139,49,13,5765,305808,0,33,1,4,3,1,0,5,0,5,2,3,51,75,91,92,1,3,2,1,26,127,1,1,0,1
271,722794,58,1,1,2,19,6,8,1,4,4018,181,79,19,0,3,124,82,68,37,18,94,73,192,133,57,15,9437,244425,2,10,5,3,2,0,4,2,1,10,9,2,44,60,100,100,0,5,1,2,13,41,3,0,0,1
272,209751,60,1,5,5,14,12,12,4,6,2429,169,65,19,2,4,121,65,68,37,20,95,107,217,125,39,14,8750,265301,0,30,0,7,2,1,0,1,0,9,6,3,52,66,58,100,1,3,4,3,30,71,1,1,1,0
273,481050,63,0,1,9,3,3,23,7,6,4903,152,51,28,1,4,90,79,92,37,17,97,77,215,96,41,12,5924,211379,2,10,1,0,1,2,0,2,1,5,2,2,48,72,92,96,0,2,2,1,52,82,2,0,0,0
274,911774,76,0,5,4,3,9,6,7,2,4271,161,72,21,0,1,119,94,75,37,15,98,93,149,119,51,13,4540,255071,2,16,5,6,4,0,0,0,1,8,6,2,66,93,91,80,0,1,1,1,44,68,3,0,0,0
275,792517,65,0,1,8,5,11,6,5,5,9750,169,76,28,1,3,117,75,98,36,21,99,122,202,116,45,13,5707,285840,1,22,2,3,1,1,0,0,0,8,7,2,40,68,62,83,1,3,1,2,57,10,3,0,1,0
276,561079,55,0,5,1,13,12,9,5,6,6003,161,56,15,1,1,143,81,66,36,18,98,125,214,99,43,13,9404,221320,0,28,1,6,1,1,1,1,0,7,4,1,82,55,87,95,2,4,1,1,61,55,2,0,0,1
277,468452,42,0,5,9,17,10,10,2,4,5292,185,86,25,0,4,99,73,81,35,18,96,114,247,96,33,13,7132,295662,1,25,1,2,2,0,0,0,0,6,5,2,37,78,59,65,0,3,1,1,43,79,2,1,1,1
278,206081,64,0,4,1,14,1,8,6,4,5029,173,91,28,0,3,111,73,91,35,20,95,102,180,126,59,13,5273,276678,0,19,1,3,2,1,2,0,1,7,7,1,54,100,82,66,0,4,1,1,0,58,1,0,0,0
279,713333,62,0,4,1,18,6,1,2,6,2824,182,68,22,0,2,136,73,79,37,13,97,60,177,83,37,17,6005,163525,0,31,3,5,2,1,0,0,2,2,1,2,68,57,87,87,0,1,2,1,35,46,3,1,1,1
280,658986,54,1,1,8,16,10,20,1,3,5227,157,62,31,1,4,121,72,89,36,19,100,116,136,88,39,14,7484,309972,1,29,1,0,1,1,6,0,0,4,3,0,59,79,64,100,0,0,1,2,66,51,2,0,0,0
281,210078,51,1,4,6,24,4,14,1,1,1742,183,98,27,1,3,122,80,80,37,12,98,91,194,108,63,13,7761,205151,0,13,3,6,2,2,0,0,1,5,3,1,50,79,82,86,0,3,1,1,0,45,1,0,1,0
282,967055,44,0,5,6,12,4,16,1,1,2827,181,68,28,2,1,110,95,54,36,13,97,93,209,71,33,14,6558,268942,0,25,4,4,2,1,0,2,2,4,4,3,25,64,81,100,1,1,0,3,30,99,3,0,0,0
283,122671,65,0,3,6,29,3,16,4,6,500,175,70,23,1,3,125,90,66,36,16,96,108,179,94,57,12,6236,291637,1,38,2,4,1,1,0,0,0,6,3,1,20,96,73,65,1,3,2,3,22,94,1,0,1,0
284,518400,60,0,4,6,20,11,20,5,2,6155,171,75,27,1,2,125,85,83,38,18,96,97,154,52,46,14,5866,285852,0,31,4,7,2,0,2,0,0,2,1,3,72,87,55,81,0,4,3,2,0,41,1,0,0,0
285,455528,45,1,4,5,16,6,12,1,2,6522,157,51,15,2,4,131,81,78,35,15,96,62,203,114,67,14,6135,280787,1,26,4,5,2,2,2,0,0,6,6,3,37,81,86,88,2,3,0,3,0,36,1,0,0,0
286,710490,63,0,4,3,24,7,19,6,5,6198,166,91,20,0,1,113,69,77,35,13,96,67,211,122,47,16,6117,190775,1,26,2,4,2,0,0,2,1,8,8,1,62,96,77,77,0,4,2,3,12,82,1,1,1,1
287,151663,70,1,5,5,10,3,16,4,4,4647,177,61,23,0,1,114,86,72,38,12,93,100,182,94,49,14,7226,245219,0,33,0,8,1,1,1,1,2,1,0,3,43,90,67,78,2,6,1,1,26,23,3,0,1,0
288,115708,44,1,2,6,5,12,15,1,2,8904,183,76,32,0,2,97,67,61,35,16,98,121,243,111,44,13,6569,256620,0,33,0,6,2,0,1,5,0,5,2,2,58,85,98,82,0,2,1,2,49,10,1,1,1,1
289,978338,49,1,5,10,24,8,19,1,6,2728,161,99,25,0,2,114,88,73,37,16,96,82,136,119,38,12,5328,299866,0,33,1,5,2,1,1,0,1,4,2,2,82,81,83,71,0,4,0,3,50,72,1,0,0,0
290,411955,59,0,3,6,1,6,10,2,1,8343,167,58,23,0,3,132,66,93,35,14,99,101,168,104,65,15,7212,309980,0,17,4,6,1,1,1,6,1,5,5,1,82,56,95,100,0,3,2,1,45,22,1,1,1,0
291,233883,56,0,4,4,30,4,0,4,6,5430,182,67,30,1,2,103,70,83,36,20,97,101,178,135,59,13,6806,271463,1,14,3,2,0,1,3,0,1,4,4,1,89,77,77,74,1,0,2,1,37,35,2,1,0,1
292,418394,73,0,4,4,27,9,7,1,6,2777,144,66,25,1,4,118,82,73,38,21,98,128,217,115,40,12,6981,271584,0,19,3,3,3,1,4,3,1,6,4,2,33,61,53,70,0,3,1,2,38,111,1,0,0,1
293,212547,60,0,2,1,18,7,5,7,4,4130,172,60,28,2,4,120,84,63,36,12,95,93,197,93,46,14,6735,221268,0,10,0,4,2,0,5,2,1,6,6,1,48,83,61,65,1,0,2,3,0,59,3,0,0,1
294,659042,77,1,2,7,22,3,17,4,1,5686,173,62,23,0,2,132,80,65,35,17,95,69,174,102,64,15,9317,243764,0,20,2,4,0,0,0,1,2,6,5,4,49,68,64,77,0,2,1,2,13,73,1,1,1,1
295,851102,57,0,4,2,15,8,20,6,3,5313,169,79,29,0,3,136,70,57,36,15,95,113,202,92,60,17,4475,323257,0,16,3,6,2,1,2,2,0,6,5,0,49,89,100,93,0,5,0,3,1,117,1,1,0,0
296,862002,38,0,2,1,15,6,0,1,2,5008,164,88,22,2,3,98,95,72,38,12,98,91,178,110,29,13,7428,272641,1,25,3,6,1,1,0,3,0,6,6,2,37,60,48,100,1,0,2,2,34,41,2,1,0,1
297,242483,44,0,5,6,16,6,12,3,1,7508,154,57,25,0,4,136,89,86,37,14,97,99,181,69,51,16,4557,325629,1,37,3,3,2,0,0,2,0,6,3,0,41,84,82,100,1,2,1,3,26,54,1,1,0,0
298,758271,62,1,1,4,6,12,5,7,6,5340,174,86,23,0,4,109,60,71,38,11,98,94,198,128,54,9,8370,215984,0,22,1,7,0,0,1,3,0,10,10,2,30,93,48,44,0,1,1,1,27,41,2,0,0,0
299,314835,63,1,2,8,7,7,15,3,6,3185,169,68,21,0,1,159,79,54,36,16,96,105,184,117,42,15,7315,263934,1,23,1,3,0,0,1,3,0,4,3,1,14,64,100,99,0,2,2,3,41,97,2,0,0,1
300,501896,49,1,3,7,2,4,20,5,4,6792,149,75,22,2,3,113,80,76,38,21,94,86,204,92,49,14,4735,334097,1,40,5,6,1,0,0,4,0,7,5,2,43,79,74,85,1,5,2,1,38,20,2,1,0,0
301,184896,60,1,1,3,23,3,15,6,2,1776,164,79,23,0,3,118,91,70,38,16,96,115,247,82,45,12,4432,308888,0,41,1,5,2,1,0,2,1,3,3,3,18,61,67,84,0,5,1,2,31,14,1,1,0,1
302,577095,68,1,3,5,2,4,1,4,5,6483,158,74,25,0,3,119,71,73,39,13,96,76,234,73,61,12,8032,299038,1,12,2,6,1,1,0,3,0,6,6,1,31,90,49,100,0,2,1,3,44,81,1,1,1,1
303,171295,48,0,4,4,23,6,1,3,6,3540,185,69,33,0,2,136,60,70,36,16,96,91,160,125,56,14,5520,198012,2,20,1,5,1,0,0,0,0,5,3,2,97,81,88,52,2,2,0,2,37,32,1,1,0,0
304,843974,56,1,2,4,3,11,16,2,5,4101,173,46,23,0,4,114,90,80,35,17,97,73,184,119,55,14,4481,249617,0,30,0,4,1,1,4,1,2,5,5,1,79,64,100,69,0,6,1,3,9,34,2,1,1,0
305,987121,66,0,2,3,6,11,1,2,6,3986,183,101,26,0,1,134,80,70,37,16,96,100,186,76,55,16,6575,205363,1,17,4,5,1,3,5,2,0,8,8,1,80,82,40,55,0,1,1,1,23,79,1,1,0,1
306,373255,70,0,3,4,22,6,12,1,2,2694,168,55,24,1,4,156,93,66,36,11,95,129,228,77,68,14,7844,237952,1,20,4,7,2,0,0,1,0,4,2,0,78,74,79,95,0,1,2,3,72,50,1,1,1,0
307,399648,67,1,4,2,6,1,22,1,3,5330,171,69,28,0,1,118,66,76,36,12,94,83,211,122,39,13,5470,171939,0,24,2,4,2,1,2,2,0,5,3,1,72,73,90,100,2,0,0,2,46,34,2,1,0,1
308,757162,71,1,3,1,17,2,7,1,4,4949,160,94,24,0,2,130,85,75,38,13,99,104,241,149,28,13,7187,229835,2,31,4,6,1,1,0,2,1,3,0,1,55,67,77,86,2,4,1,1,33,165,3,0,0,1
309,108155,55,0,5,4,13,9,21,7,4,5677,167,86,18,0,2,132,86,53,36,16,96,117,222,144,44,15,8043,267949,0,19,2,5,1,2,0,1,1,4,4,1,56,81,70,78,1,4,1,3,41,75,2,1,1,0
310,566872,55,1,3,1,22,4,13,3,3,6749,181,89,25,0,3,139,81,81,37,16,96,106,186,145,48,16,4083,138118,0,36,3,5,2,1,1,1,0,5,5,3,50,59,52,70,2,2,2,3,16,59,1,0,1,1
311,925816,73,0,2,5,9,2,10,6,1,3993,176,59,19,0,1,135,76,78,37,12,100,84,169,96,55,9,7976,233540,1,42,2,3,1,0,0,1,1,8,8,0,64,96,91,80,0,0,1,2,19,57,2,0,0,1
312,474705,64,0,5,6,5,9,20,1,6,6745,187,68,24,0,1,121,93,55,35,16,96,113,189,100,35,15,6805,276265,0,26,0,1,2,0,0,3,0,6,5,1,39,93,87,100,1,3,3,2,23,84,1,0,1,1
313,671542,57,0,5,1,29,12,6,3,5,4858,171,52,23,0,1,131,78,83,36,22,99,84,236,86,41,16,8084,217241,0,32,3,3,1,1,1,2,1,4,1,3,90,83,49,76,2,1,0,1,23,86,1,0,1,1
314,908350,60,0,2,3,15,12,11,2,2,4027,189,55,21,0,1,108,60,71,35,17,99,99,200,79,51,14,6802,242339,2,20,0,6,1,2,1,4,0,9,6,3,92,59,67,74,2,0,3,2,14,50,1,1,0,0
315,710269,72,0,4,6,5,3,9,2,2,3758,176,61,25,1,3,110,82,88,38,14,94,120,200,106,57,12,5913,306408,1,31,1,4,3,1,1,5,0,7,6,2,77,86,76,91,0,3,3,2,57,77,2,1,1,0
316,654594,30,1,1,6,6,6,12,2,3,3260,153,79,18,2,4,116,68,75,38,17,100,112,192,70,32,12,8028,196571,0,19,3,3,0,1,1,2,0,4,4,1,68,99,69,78,2,2,2,1,15,96,1,0,1,0
317,247718,61,1,4,4,30,3,3,6,6,6373,156,78,22,1,2,135,91,79,36,11,95,124,203,146,48,15,7886,313649,0,28,2,2,0,0,0,4,0,6,5,0,54,66,36,75,0,2,1,2,33,30,2,1,0,0
318,408987,61,0,1,7,24,5,2,3,3,3481,183,54,25,2,1,128,78,54,37,20,99,96,163,111,62,13,5739,277434,1,27,3,6,1,0,0,4,1,6,5,1,54,69,65,79,0,4,3,3,9,40,1,0,1,1
319,745263,73,0,3,3,19,11,13,7,1,2754,149,78,25,0,1,90,81,90,37,14,99,118,160,121,57,12,6265,305436,1,10,2,4,0,1,2,1,0,8,7,2,72,85,78,82,1,1,2,1,41,38,2,1,0,0
320,458745,51,1,3,12,9,5,22,3,4,6246,169,57,15,1,3,128,77,80,36,14,96,127,166,136,50,13,7243,224187,0,29,0,5,1,0,0,0,1,6,5,1,76,86,100,80,0,5,2,2,0,74,1,1,0,0
321,207512,67,1,2,1,3,3,3,2,4,8629,181,62,25,1,4,102,77,79,37,18,98,122,179,97,64,15,7208,146277,0,10,3,6,2,1,0,1,0,4,3,2,78,50,54,73,1,3,1,1,28,119,1,1,0,0
322,247443,52,0,2,6,25,7,17,2,6,5169,144,55,28,1,1,120,75,82,36,20,98,109,222,109,59,13,6568,218287,1,15,2,4,1,0,4,3,0,3,3,2,70,90,100,85,2,1,2,3,23,83,3,0,1,1
323,570587,58,1,3,1,6,2,23,1,6,3060,176,60,25,1,3,115,82,67,35,15,99,129,179,115,47,16,5279,205063,0,10,4,3,2,2,0,5,0,4,4,0,83,80,76,94,0,6,3,2,0,10,1,0,1,1
324,473616,67,0,5,1,15,1,21,5,1,1721,173,52,30,0,2,131,60,74,37,20,95,87,190,114,55,13,6434,254969,1,12,8,6,1,1,1,1,1,4,4,0,89,94,100,88,0,2,1,1,0,78,1,1,0,0
325,757409,53,1,1,2,2,6,22,4,6,1639,175,59,29,1,2,98,62,73,37,17,98,71,178,139,40,13,6492,317741,0,10,3,6,1,1,1,0,1,6,6,2,7,66,42,66,1,6,1,1,40,47,1,0,1,0
326,786976,48,1,5,2,22,7,23,7,1,3650,157,50,23,0,4,102,88,67,35,10,98,128,115,96,52,13,9097,293030,1,10,1,4,1,0,0,0,1,7,6,2,38,66,88,77,0,3,2,1,0,55,1,1,1,1
327,465871,75,1,2,3,11,7,5,6,3,4066,177,67,25,0,2,90,90,62,36,16,98,107,232,70,64,15,5182,314256,0,23,3,8,0,0,0,0,2,2,0,2,68,74,75,88,0,5,2,2,32,15,3,1,1,0
328,475037,46,1,4,2,2,3,16,3,2,5849,161,68,24,0,3,112,89,69,38,18,98,109,157,166,72,15,7673,317813,1,23,1,6,2,0,3,4,0,6,6,0,58,58,100,83,0,8,1,1,22,14,1,1,1,0
329,907364,73,0,1,2,12,3,11,5,4,2018,155,56,24,1,2,92,75,68,36,14,95,84,162,69,42,15,6790,312697,0,18,5,8,2,1,0,1,0,3,1,2,64,93,52,85,0,2,2,3,36,66,2,0,1,0
330,217796,57,1,2,3,1,3,13,6,3,5089,156,53,29,0,3,147,73,78,36,16,96,92,166,138,41,15,6329,319734,2,10,0,3,1,1,0,1,1,8,8,1,12,63,80,65,0,2,1,2,35,51,3,0,1,1
331,391999,76,0,2,4,25,7,4,2,5,5425,170,76,23,0,4,130,68,86,37,11,94,123,233,74,45,13,8686,203960,0,43,3,4,2,0,2,3,1,4,4,2,67,100,82,66,1,2,3,1,27,56,3,0,0,0
332,292506,65,1,5,6,25,4,3,5,5,8118,176,74,26,2,3,124,101,71,35,13,96,79,173,135,50,12,6817,180984,0,14,1,4,1,1,0,3,0,7,4,0,19,84,87,89,0,4,3,2,35,65,3,0,1,1
333,798376,57,1,1,6,1,4,9,3,2,3751,171,64,28,0,1,114,77,79,36,14,95,86,191,131,40,12,4257,247904,3,24,0,2,1,0,4,4,1,6,5,5,15,96,31,92,1,4,1,2,53,89,1,1,1,1
334,369544,46,0,2,7,8,7,1,3,4,4595,161,78,22,1,1,115,82,67,37,13,100,100,204,119,64,12,7854,100000,1,13,0,6,1,0,0,1,0,5,5,3,55,70,86,71,2,3,2,2,5,44,2,1,0,0
335,480002,49,1,3,4,8,3,14,2,3,2813,154,69,22,2,2,112,78,61,36,17,93,113,175,81,46,13,5451,301560,1,10,0,0,4,1,0,3,1,8,5,1,71,73,52,58,1,4,2,1,26,40,2,1,1,1
336,798002,58,1,2,6,24,3,15,6,5,6421,163,79,29,0,2,137,76,78,36,16,98,126,222,95,31,11,7499,226753,2,12,3,6,0,0,3,3,0,7,4,1,36,100,59,71,0,2,2,2,57,104,1,0,1,0
337,639439,65,1,3,11,12,9,2,7,6,5979,166,79,27,1,2,100,82,77,38,14,96,85,151,94,41,14,9276,259662,1,28,4,1,1,1,0,2,1,4,4,0,37,51,68,59,2,1,1,3,71,39,1,0,0,0
338,690978,59,1,1,4,5,1,20,5,1,3714,165,43,24,2,2,138,69,67,37,14,96,82,193,129,44,12,7659,263373,1,10,3,7,2,0,0,3,0,8,5,1,51,85,65,88,0,4,1,2,51,26,3,1,0,0
339,628787,77,1,4,6,21,4,20,2,3,1339,160,83,24,1,2,139,72,61,35,15,93,81,197,117,48,14,4664,268729,0,21,6,6,2,0,2,0,0,4,2,3,0,100,74,66,2,1,3,3,13,33,1,1,0,0
340,630583,61,0,4,5,21,8,8,4,3,3327,140,84,23,0,3,111,72,69,37,21,97,108,220,119,54,14,6000,196103,0,28,3,2,1,1,1,2,0,8,8,3,45,86,100,64,0,3,1,1,26,10,1,0,1,1
341,488215,68,1,3,2,3,12,2,3,4,3066,157,72,22,0,2,140,94,86,36,14,95,97,252,84,50,16,4000,231029,0,27,1,3,1,0,1,4,1,5,3,3,63,45,100,76,1,3,2,3,21,75,2,0,0,1
342,421184,64,1,5,1,1,10,7,4,6,3156,165,56,29,0,4,119,74,77,36,14,96,124,157,85,49,9,5852,195960,0,30,1,2,0,2,1,0,0,4,1,1,56,67,80,82,1,3,1,2,47,48,2,1,0,0
343,898615,74,1,3,6,19,4,6,7,3,9473,165,60,28,1,2,104,93,70,38,17,95,110,178,81,20,12,8235,191637,2,10,1,4,2,1,0,2,1,5,4,2,59,85,74,100,0,1,3,2,65,41,3,1,0,0
